match_number,match_id,date,event_name,ground_name,ground_city,team_1,team_2,toss_winner,toss_decision,team_1_total_runs,team_2_total_runs,winner,margin_runs,margin_wickets,winning_method,player_of_the_match
1057,1282743,2021-10-17,ICC Men's T20 World Cup Europe Region Qualifier,"Desert Springs Cricket Ground, Almeria",Almeria,Italy,Germany,Italy,bat,103,104,Germany,,4.0,,DA Blignaut
1058,1283025,2021-10-17,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Lesotho,Seychelles,Seychelles,field,131,132,Seychelles,,6.0,,N Krishna
1059,1283026,2021-10-17,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Integrated Polytechnic Regional Centre,Kigali City,Swaziland,Malawi,Malawi,field,97,99,Malawi,,8.0,,MA Baig
1060,1283028,2021-10-17,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Integrated Polytechnic Regional Centre,Kigali City,Uganda,Rwanda,Uganda,bat,169,63,Uganda,106.0,,,
1061,1273714,2021-10-18,ICC Men's T20 World Cup,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Netherlands,Ireland,Netherlands,bat,106,107,Ireland,,7.0,,C Campher
1062,1273715,2021-10-18,ICC Men's T20 World Cup,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Namibia,Sri Lanka,Sri Lanka,field,96,100,Sri Lanka,,7.0,,M Theekshana
1063,1273716,2021-10-19,ICC Men's T20 World Cup,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Scotland,Papua New Guinea,Scotland,bat,165,148,Scotland,17.0,,,RD Berrington
1064,1273717,2021-10-19,ICC Men's T20 World Cup,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Bangladesh,Oman,Bangladesh,bat,153,127,Bangladesh,26.0,,,Shakib Al Hasan
1065,1282744,2021-10-19,ICC Men's T20 World Cup Europe Region Qualifier,"Desert Springs Cricket Ground, Almeria",Almeria,Italy,Denmark,Denmark,field,141,132,Italy,9.0,,,G Stewart
1066,1282745,2021-10-19,ICC Men's T20 World Cup Europe Region Qualifier,"Desert Springs Cricket Ground, Almeria",Almeria,Germany,Jersey,Germany,bat,85,86,Jersey,,4.0,,B Ward
1067,1283029,2021-10-19,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Malawi,Ghana,Ghana,field,95,96,Ghana,,7.0,,DK Anefie
1068,1283030,2021-10-19,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Integrated Polytechnic Regional Centre,Kigali City,Lesotho,Uganda,Lesotho,bat,26,27,Uganda,,10.0,,DM Nakrani
1069,1283032,2021-10-19,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Integrated Polytechnic Regional Centre,Kigali City,Swaziland,Uganda,Swaziland,bat,72,76,Uganda,,6.0,,F Nsubuga
1070,1283089,2021-10-19,Sierra Leone tour of Nigeria,University of Lagos Cricket Oval,Lagos,Nigeria,Sierra Leone,Sierra Leone,field,99,100,Sierra Leone,,6.0,,M Kpaka
1071,1273718,2021-10-20,ICC Men's T20 World Cup,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Netherlands,Namibia,Namibia,field,164,166,Namibia,,6.0,,D Wiese
1072,1273719,2021-10-20,ICC Men's T20 World Cup,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Sri Lanka,Ireland,Ireland,field,171,101,Sri Lanka,70.0,,,PWH de Silva
1073,1282746,2021-10-20,ICC Men's T20 World Cup Europe Region Qualifier,"Desert Springs Cricket Ground, Almeria",Almeria,Italy,Jersey,Jersey,field,100,104,Jersey,,8.0,,H Carlyon
1074,1282747,2021-10-20,ICC Men's T20 World Cup Europe Region Qualifier,"Desert Springs Cricket Ground, Almeria",Almeria,Germany,Denmark,Denmark,field,119,107,Germany,12.0,,,MJ Richardson
1075,1283033,2021-10-20,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Malawi,Seychelles,Malawi,bat,142,121,Malawi,21.0,,,Sami Sohail
1076,1283034,2021-10-20,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Integrated Polytechnic Regional Centre,Kigali City,Swaziland,Ghana,Ghana,field,74,75,Ghana,,7.0,,OH Agbomadzie
1077,1283035,2021-10-20,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Swaziland,Seychelles,Swaziland,bat,128,130,Seychelles,,7.0,,SKDT Madusanka
1078,1283036,2021-10-20,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Integrated Polytechnic Regional Centre,Kigali City,Rwanda,Lesotho,Rwanda,bat,102,80,Rwanda,22.0,,,E Sebareme
1079,1273720,2021-10-21,ICC Men's T20 World Cup,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Bangladesh,Papua New Guinea,Bangladesh,bat,181,97,Bangladesh,84.0,,,Shakib Al Hasan
1080,1273721,2021-10-21,ICC Men's T20 World Cup,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,Scotland,Oman,bat,122,123,Scotland,,8.0,,JH Davey
1081,1282272,2021-10-21,Valletta Cup,Marsa Sports Club,Marsa,Malta,Gibraltar,Malta,bat,213,152,Malta,61.0,,,HS Gericke
1082,1282748,2021-10-21,ICC Men's T20 World Cup Europe Region Qualifier,"Desert Springs Cricket Ground, Almeria",Almeria,Italy,Germany,Germany,field,117,116,Italy,1.0,,,D Klein
1083,1282749,2021-10-21,ICC Men's T20 World Cup Europe Region Qualifier,"Desert Springs Cricket Ground, Almeria",Almeria,Denmark,Jersey,Denmark,bat,130,131,Jersey,,4.0,,JW Jenner
1084,1283037,2021-10-21,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Uganda,Ghana,Ghana,field,176,97,Uganda,79.0,,,DM Nakrani
1085,1283091,2021-10-21,Sierra Leone tour of Nigeria,University of Lagos Cricket Oval,Lagos,Nigeria,Sierra Leone,Sierra Leone,field,124,55,Nigeria,69.0,,,
1086,1273722,2021-10-22,ICC Men's T20 World Cup,Sharjah Cricket Stadium,Sharjah,Ireland,Namibia,Ireland,bat,125,126,Namibia,,8.0,,D Wiese
1087,1273723,2021-10-22,ICC Men's T20 World Cup,Sharjah Cricket Stadium,Sharjah,Netherlands,Sri Lanka,Sri Lanka,field,44,45,Sri Lanka,,8.0,,CBRLS Kumara
1088,1282273,2021-10-22,Valletta Cup,Marsa Sports Club,Marsa,Gibraltar,Switzerland,Gibraltar,bat,133,134,Switzerland,,9.0,,Osama Mahmood
1089,1282275,2021-10-22,Valletta Cup,Marsa Sports Club,Marsa,Bulgaria,Switzerland,Bulgaria,bat,81,82,Switzerland,,8.0,,NK Aneesh Kumar
1090,1283038,2021-10-22,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Swaziland,Rwanda,Swaziland,bat,77,79,Rwanda,,7.0,,M Akayezu
1091,1283040,2021-10-22,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Malawi,Rwanda,Malawi,bat,139,115,Malawi,24.0,,,Sami Sohail
1092,1283041,2021-10-22,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Integrated Polytechnic Regional Centre,Kigali City,Uganda,Seychelles,Uganda,bat,164,69,Uganda,95.0,,,DM Nakrani
1093,1273724,2021-10-23,ICC Men's T20 World Cup,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,South Africa,Australia,Australia,field,118,121,Australia,,5.0,,JR Hazlewood
1094,1273725,2021-10-23,ICC Men's T20 World Cup,Dubai International Cricket Stadium,Dubai,West Indies,England,England,field,55,56,England,,6.0,,MM Ali
1095,1282276,2021-10-23,Valletta Cup,Marsa Sports Club,Marsa,Switzerland,Malta,Switzerland,bat,150,142,Switzerland,8.0,,,
1096,1283092,2021-10-23,Sierra Leone tour of Nigeria,University of Lagos Cricket Oval,Lagos,Sierra Leone,Nigeria,Sierra Leone,bat,84,85,Nigeria,,9.0,,
1097,1284489,2021-10-23,ICC Men's T20 World Cup Asia A Qualifier,"West End Park International Cricket Stadium, Doha",Doha,Maldives,Saudi Arabia,Maldives,bat,98,101,Saudi Arabia,,7.0,,
1098,1273726,2021-10-24,ICC Men's T20 World Cup,Sharjah Cricket Stadium,Sharjah,Bangladesh,Sri Lanka,Sri Lanka,field,171,172,Sri Lanka,,5.0,,KIC Asalanka
1099,1273727,2021-10-24,ICC Men's T20 World Cup,Dubai International Cricket Stadium,Dubai,India,Pakistan,Pakistan,field,151,152,Pakistan,,10.0,,Shaheen Shah Afridi
1100,1282278,2021-10-24,Valletta Cup,Marsa Sports Club,Marsa,Gibraltar,Bulgaria,Gibraltar,bat,177,178,Bulgaria,,6.0,,H Lakov
1101,1282279,2021-10-24,Valletta Cup,Marsa Sports Club,Marsa,Malta,Switzerland,Malta,bat,176,170,Malta,6.0,,,VP Thamotharam
1102,1283093,2021-10-24,Sierra Leone tour of Nigeria,University of Lagos Cricket Oval,Lagos,Nigeria,Sierra Leone,Nigeria,bat,90,71,Nigeria,19.0,,,
1103,1284490,2021-10-24,ICC Men's T20 World Cup Asia A Qualifier,"West End Park International Cricket Stadium, Doha",Doha,Bahrain,Kuwait,Kuwait,field,124,129,Kuwait,,6.0,,
1104,1284491,2021-10-24,ICC Men's T20 World Cup Asia A Qualifier,"West End Park International Cricket Stadium, Doha",Doha,Qatar,Maldives,Maldives,field,154,56,Qatar,98.0,,,Mohammad Rizlan
1105,1273729,2021-10-26,ICC Men's T20 World Cup,Dubai International Cricket Stadium,Dubai,West Indies,South Africa,South Africa,field,143,144,South Africa,,8.0,,A Nortje
1106,1273730,2021-10-26,ICC Men's T20 World Cup,Sharjah Cricket Stadium,Sharjah,New Zealand,Pakistan,Pakistan,field,134,135,Pakistan,,5.0,,Haris Rauf
1107,1283094,2021-10-26,Sierra Leone tour of Nigeria,University of Lagos Cricket Oval,Lagos,Nigeria,Sierra Leone,Nigeria,bat,134,98,Nigeria,36.0,,,P Aho
1108,1273731,2021-10-27,ICC Men's T20 World Cup,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Bangladesh,England,Bangladesh,bat,124,126,England,,8.0,,JJ Roy
1109,1273732,2021-10-27,ICC Men's T20 World Cup,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Scotland,Namibia,Namibia,field,109,115,Namibia,,4.0,,R Trumpelmann
1110,1284493,2021-10-27,ICC Men's T20 World Cup Asia A Qualifier,"West End Park International Cricket Stadium, Doha",Doha,Maldives,Bahrain,Bahrain,field,88,93,Bahrain,,7.0,,
1111,1273733,2021-10-28,ICC Men's T20 World Cup,Dubai International Cricket Stadium,Dubai,Sri Lanka,Australia,Australia,field,154,155,Australia,,7.0,,A Zampa
1112,1284495,2021-10-28,ICC Men's T20 World Cup Asia A Qualifier,"West End Park International Cricket Stadium, Doha",Doha,Maldives,Kuwait,Kuwait,field,103,107,Kuwait,,5.0,,ED Silva
1113,1284496,2021-10-28,ICC Men's T20 World Cup Asia A Qualifier,"West End Park International Cricket Stadium, Doha",Doha,Bahrain,Saudi Arabia,Saudi Arabia,field,179,161,Bahrain,18.0,,,Sarfaraz Ali
1114,1273734,2021-10-29,ICC Men's T20 World Cup,Sharjah Cricket Stadium,Sharjah,West Indies,Bangladesh,Bangladesh,field,142,139,West Indies,3.0,,,N Pooran
1115,1284497,2021-10-29,ICC Men's T20 World Cup Asia A Qualifier,"West End Park International Cricket Stadium, Doha",Doha,Kuwait,Qatar,Kuwait,bat,126,127,Qatar,,2.0,,Musawar Shah
1116,1273736,2021-10-30,ICC Men's T20 World Cup,Sharjah Cricket Stadium,Sharjah,Sri Lanka,South Africa,South Africa,field,142,146,South Africa,,4.0,,T Shamsi
1117,1273737,2021-10-30,ICC Men's T20 World Cup,Dubai International Cricket Stadium,Dubai,Australia,England,England,field,125,126,England,,8.0,,CJ Jordan
1118,1273739,2021-10-31,ICC Men's T20 World Cup,Dubai International Cricket Stadium,Dubai,India,New Zealand,New Zealand,field,110,111,New Zealand,,8.0,,IS Sodhi
1119,1273740,2021-11-01,ICC Men's T20 World Cup,Sharjah Cricket Stadium,Sharjah,England,Sri Lanka,Sri Lanka,field,163,137,England,26.0,,,JC Buttler
1120,1273741,2021-11-02,ICC Men's T20 World Cup,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Bangladesh,South Africa,South Africa,field,84,86,South Africa,,6.0,,K Rabada
1121,1273742,2021-11-02,ICC Men's T20 World Cup,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Pakistan,Namibia,Pakistan,bat,189,144,Pakistan,45.0,,,Mohammad Rizwan
1122,1283042,2021-11-02,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Botswana,Sierra Leone,Botswana,bat,157,85,Botswana,72.0,,,K Motlanka
1123,1283043,2021-11-02,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Tanzania,Mozambique,Tanzania,bat,242,155,Tanzania,87.0,,,II Selemani
1124,1273743,2021-11-03,ICC Men's T20 World Cup,Dubai International Cricket Stadium,Dubai,New Zealand,Scotland,Scotland,field,172,156,New Zealand,16.0,,,MJ Guptill
1125,1283044,2021-11-03,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Mozambique,Cameroon,Cameroon,field,209,38,Mozambique,171.0,,,F Damiao Couana
1126,1283045,2021-11-03,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Sierra Leone,Tanzania,Sierra Leone,bat,99,104,Tanzania,,8.0,,II Selemani
1127,1273745,2021-11-04,ICC Men's T20 World Cup,Dubai International Cricket Stadium,Dubai,Bangladesh,Australia,Australia,field,73,78,Australia,,8.0,,A Zampa
1128,1273746,2021-11-04,ICC Men's T20 World Cup,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Sri Lanka,West Indies,West Indies,field,189,169,Sri Lanka,20.0,,,KIC Asalanka
1129,1273747,2021-11-05,ICC Men's T20 World Cup,Sharjah Cricket Stadium,Sharjah,New Zealand,Namibia,Namibia,field,163,111,New Zealand,52.0,,,JDS Neesham
1130,1273748,2021-11-05,ICC Men's T20 World Cup,Dubai International Cricket Stadium,Dubai,Scotland,India,India,field,85,89,India,,8.0,,RA Jadeja
1131,1283046,2021-11-05,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Cameroon,Botswana,Cameroon,bat,51,54,Botswana,,9.0,,R Nehonde
1132,1283047,2021-11-05,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Mozambique,Sierra Leone,Mozambique,bat,96,97,Sierra Leone,,5.0,,S Conteh
1133,1273749,2021-11-06,ICC Men's T20 World Cup,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,West Indies,Australia,Australia,field,157,161,Australia,,8.0,,DA Warner
1134,1273750,2021-11-06,ICC Men's T20 World Cup,Sharjah Cricket Stadium,Sharjah,South Africa,England,England,field,189,179,South Africa,10.0,,,HE van der Dussen
1135,1283048,2021-11-06,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Botswana,Mozambique,Botswana,bat,152,100,Botswana,52.0,,,R Nehonde
1136,1283049,2021-11-06,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Tanzania,Cameroon,Tanzania,bat,240,62,Tanzania,178.0,,,K Nassoro
1137,1273752,2021-11-07,ICC Men's T20 World Cup,Sharjah Cricket Stadium,Sharjah,Pakistan,Scotland,Pakistan,bat,189,117,Pakistan,72.0,,,Shoaib Malik
1138,1283050,2021-11-07,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Cameroon,Sierra Leone,Cameroon,bat,89,90,Sierra Leone,,6.0,,S Conteh
1139,1283051,2021-11-07,ICC Men's T20 World Cup Sub Regional Africa Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Tanzania,Botswana,Tanzania,bat,143,140,Tanzania,3.0,,,Jitin Singh
1140,1286667,2021-11-07,ICC Men's T20 World Cup Americas Region Qualifier,"Coolidge Cricket Ground, Antigua",Coolidge,Belize,United States of America,United States of America,field,64,68,United States of America,,10.0,,SR Taylor
1141,1273753,2021-11-08,ICC Men's T20 World Cup,Dubai International Cricket Stadium,Dubai,Namibia,India,India,field,132,136,India,,9.0,,RA Jadeja
1142,1286670,2021-11-08,ICC Men's T20 World Cup Americas Region Qualifier,"Coolidge Cricket Ground, Antigua",Coolidge,Canada,Belize,Canada,bat,234,89,Canada,145.0,,,NS Dhaliwal
1143,1286671,2021-11-08,ICC Men's T20 World Cup Americas Region Qualifier,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Bahamas,Argentina,Bahamas,bat,121,109,Bahamas,12.0,,,M Taylor
1144,1286672,2021-11-08,ICC Men's T20 World Cup Americas Region Qualifier,"Coolidge Cricket Ground, Antigua",Coolidge,Belize,Panama,Belize,bat,143,131,Belize,12.0,,,BS Stephenson
1145,1286673,2021-11-08,ICC Men's T20 World Cup Americas Region Qualifier,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,United States of America,Bermuda,United States of America,bat,172,149,United States of America,23.0,,,Aaron Jones
1146,1273754,2021-11-10,ICC Men's T20 World Cup,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,England,New Zealand,New Zealand,field,166,167,New Zealand,,5.0,,DJ Mitchell
1147,1286674,2021-11-10,ICC Men's T20 World Cup Americas Region Qualifier,"Coolidge Cricket Ground, Antigua",Coolidge,Canada,United States of America,Canada,bat,156,164,tie,,,,K Gore
1148,1286675,2021-11-10,ICC Men's T20 World Cup Americas Region Qualifier,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Argentina,Belize,Argentina,bat,171,112,Argentina,59.0,,,A Ferguson
1149,1286677,2021-11-10,ICC Men's T20 World Cup Americas Region Qualifier,"Coolidge Cricket Ground, Antigua",Coolidge,Bermuda,Bahamas,Bahamas,field,239,99,Bermuda,140.0,,,T Manders
1150,1273755,2021-11-11,ICC Men's T20 World Cup,Dubai International Cricket Stadium,Dubai,Pakistan,Australia,Australia,field,176,177,Australia,,5.0,,MS Wade
1151,1286681,2021-11-11,ICC Men's T20 World Cup Americas Region Qualifier,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Argentina,United States of America,Argentina,bat,90,94,United States of America,,8.0,,G Singh
1152,1286682,2021-11-13,ICC Men's T20 World Cup Americas Region Qualifier,"Coolidge Cricket Ground, Antigua",Coolidge,Bahamas,United States of America,Bahamas,bat,90,91,United States of America,,10.0,,NK Patel
1153,1286683,2021-11-13,ICC Men's T20 World Cup Americas Region Qualifier,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Belize,Bermuda,Belize,bat,85,89,Bermuda,,7.0,,AC Douglas
1154,1286684,2021-11-13,ICC Men's T20 World Cup Americas Region Qualifier,"Coolidge Cricket Ground, Antigua",Coolidge,Panama,Bahamas,Bahamas,field,139,113,Panama,26.0,,,Irfan Hafejee
1155,1286685,2021-11-13,ICC Men's T20 World Cup Americas Region Qualifier,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Argentina,Canada,Argentina,bat,109,115,Canada,,9.0,,D Heyliger
1156,1273756,2021-11-14,ICC Men's T20 World Cup,Dubai International Cricket Stadium,Dubai,New Zealand,Australia,Australia,field,172,173,Australia,,8.0,,MR Marsh
1157,1286686,2021-11-14,ICC Men's T20 World Cup Americas Region Qualifier,"Coolidge Cricket Ground, Antigua",Coolidge,Canada,Panama,Canada,bat,245,37,Canada,208.0,,,R Pathan
1158,1278671,2021-11-17,New Zealand tour of India,"Sawai Mansingh Stadium, Jaipur",Jaipur,New Zealand,India,India,field,164,166,India,,5.0,,SA Yadav
1159,1289042,2021-11-17,ICC Men's T20 World Cup Africa Region Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Nigeria,Tanzania,Nigeria,bat,114,117,Tanzania,,6.0,,S Thakor
1160,1289043,2021-11-17,ICC Men's T20 World Cup Africa Region Qualifier,Integrated Polytechnic Regional Centre,Kigali City,Kenya,Uganda,Kenya,bat,161,160,Kenya,1.0,,,DM Nakrani
1161,1289044,2021-11-17,ICC Men's T20 World Cup Africa Region Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Uganda,Nigeria,Uganda,bat,147,50,Uganda,12.0,,D/L,DM Nakrani
1162,1289045,2021-11-17,ICC Men's T20 World Cup Africa Region Qualifier,Integrated Polytechnic Regional Centre,Kigali City,Tanzania,Kenya,Tanzania,bat,187,138,Tanzania,49.0,,,AA Jasani
1163,1289046,2021-11-18,ICC Men's T20 World Cup Africa Region Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Tanzania,Uganda,Tanzania,bat,140,141,Uganda,,8.0,,RB Patel
1164,1289047,2021-11-18,ICC Men's T20 World Cup Africa Region Qualifier,Integrated Polytechnic Regional Centre,Kigali City,Nigeria,Kenya,Nigeria,bat,130,136,Kenya,,8.0,,AA Obanda
1165,1289048,2021-11-18,ICC Men's T20 World Cup Africa Region Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Tanzania,Kenya,Tanzania,bat,101,104,Kenya,,7.0,,RN Patel
1166,1289049,2021-11-18,ICC Men's T20 World Cup Africa Region Qualifier,Integrated Polytechnic Regional Centre,Kigali City,Nigeria,Uganda,Uganda,field,112,114,Uganda,,8.0,,Riazat Ali Shah
1167,1277974,2021-11-19,Pakistan tour of Bangladesh,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,Pakistan,Bangladesh,bat,127,132,Pakistan,,4.0,,Hasan Ali
1168,1278672,2021-11-19,New Zealand tour of India,"JSCA International Stadium Complex, Ranchi",Ranchi,New Zealand,India,India,field,153,155,India,,7.0,,HV Patel
1169,1277975,2021-11-20,Pakistan tour of Bangladesh,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,Pakistan,Bangladesh,bat,108,109,Pakistan,,8.0,,Fakhar Zaman
1170,1289050,2021-11-20,ICC Men's T20 World Cup Africa Region Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Tanzania,Uganda,Uganda,field,68,74,Uganda,,6.0,,F Akankwasa
1171,1289051,2021-11-20,ICC Men's T20 World Cup Africa Region Qualifier,Integrated Polytechnic Regional Centre,Kigali City,Kenya,Nigeria,Nigeria,field,168,108,Kenya,60.0,,,Vraj Patel
1172,1289052,2021-11-20,ICC Men's T20 World Cup Africa Region Qualifier,Gahanga International Cricket Stadium. Rwanda,Kigali City,Kenya,Uganda,Kenya,bat,123,118,Uganda,,6.0,D/L,Riazat Ali Shah
1173,1289053,2021-11-20,ICC Men's T20 World Cup Africa Region Qualifier,Integrated Polytechnic Regional Centre,Kigali City,Tanzania,Nigeria,Tanzania,bat,136,67,Tanzania,69.0,,,JC Darji
